;Dzien tygodnia;data;nowe przypadki;zgony;ozdrowieńcy;kwarantanna;wojewodztwo;testy
400;wtorek;2020-12-01;792;17.0;;32286;wielkopolskie;3196.0
401;wtorek;2020-12-01;463;8.0;;15462;zachodniopomorskie;1607.0
402;środa;2020-12-02;13870;609.0;;274769;cały kraj;55056.0
403;środa;2020-12-02;848;54.0;;21272;dolnośląskie;3445.0
404;środa;2020-12-02;1240;32.0;;19268;kujawsko-pomorskie;4108.0
405;środa;2020-12-02;758;49.0;;15266;lubelskie;2840.0
406;środa;2020-12-02;384;8.0;;8589;lubuskie;1352.0
407;środa;2020-12-02;1011;31.0;;17083;łódzkie;4266.0
408;środa;2020-12-02;827;42.0;;14364;małopolskie;4744.0
409;środa;2020-12-02;1644;71.0;;39070;mazowieckie;8409.0
410;środa;2020-12-02;257;39.0;;8193;opolskie;883.0
411;środa;2020-12-02;515;31.0;;9476;podkarpackie;2132.0
412;środa;2020-12-02;389;5.0;;7639;podlaskie;1382.0
413;środa;2020-12-02;1069;46.0;;19949;pomorskie;3999.0
414;środa;2020-12-02;1507;65.0;;27154;śląskie;5839.0
415;środa;2020-12-02;275;25.0;;5986;świętokrzyskie;1561.0
416;środa;2020-12-02;783;31.0;;15444;warmińsko-mazurskie;2298.0
417;środa;2020-12-02;1579;56.0;;31060;wielkopolskie;4637.0
418;środa;2020-12-02;754;24.0;;14955;zachodniopomorskie;2622.0
419;czwartek;2020-12-03;14838;620.0;;282408;cały kraj;64452.0
420;czwartek;2020-12-03;845;41.0;;21305;dolnośląskie;3498.0
421;czwartek;2020-12-03;1352;27.0;;20222;kujawsko-pomorskie;11899.0
422;czwartek;2020-12-03;794;44.0;;15672;lubelskie;2851.0
423;czwartek;2020-12-03;359;12.0;;8775;lubuskie;1410.0
424;czwartek;2020-12-03;892;41.0;;17510;łódzkie;3646.0
425;czwartek;2020-12-03;645;50.0;;14401;małopolskie;4591.0
426;czwartek;2020-12-03;1794;75.0;;40228;mazowieckie;7767.0
427;czwartek;2020-12-03;467;27.0;;8356;opolskie;1440.0
428;czwartek;2020-12-03;415;29.0;;9569;podkarpackie;1873.0
429;czwartek;2020-12-03;356;26.0;;7863;podlaskie;1187.0
430;czwartek;2020-12-03;1237;25.0;;20622;pomorskie;4621.0
431;czwartek;2020-12-03;1529;71.0;;27641;śląskie;5921.0
432;czwartek;2020-12-03;355;16.0;;5950;świętokrzyskie;1461.0
433;czwartek;2020-12-03;1057;49.0;;16772;warmińsko-mazurskie;2865.0
434;czwartek;2020-12-03;1760;61.0;;32033;wielkopolskie;5785.0
435;czwartek;2020-12-03;945;26.0;;15488;zachodniopomorskie;3194.0
436;piątek;2020-12-04;13230;531.0;;285534;cały kraj;56872.0
437;piątek;2020-12-04;828;42.0;;21559;dolnośląskie;4303.0
438;piątek;2020-12-04;1080;12.0;;20760;kujawsko-pomorskie;4551.0
439;piątek;2020-12-04;716;34.0;;15822;lubelskie;2480.0
440;piątek;2020-12-04;485;15.0;;8927;lubuskie;1615.0
441;piątek;2020-12-04;918;48.0;;17827;łódzkie;3906.0
442;piątek;2020-12-04;600;41.0;;14283;małopolskie;4884.0
443;piątek;2020-12-04;1649;85.0;;40986;mazowieckie;9037.0
444;piątek;2020-12-04;448;14.0;;8202;opolskie;1346.0
445;piątek;2020-12-04;322;29.0;;9567;podkarpackie;1779.0
446;piątek;2020-12-04;373;11.0;;7842;podlaskie;1281.0
447;piątek;2020-12-04;818;20.0;;20863;pomorskie;3720.0
448;piątek;2020-12-04;1346;66.0;;27764;śląskie;5945.0
449;piątek;2020-12-04;252;19.0;;5766;świętokrzyskie;1309.0
450;piątek;2020-12-04;969;27.0;;17279;warmińsko-mazurskie;2801.0
451;piątek;2020-12-04;1381;40.0;;32223;wielkopolskie;4565.0
452;piątek;2020-12-04;998;28.0;;15863;zachodniopomorskie;2936.0
453;piątek;2020-12-05;12430;502.0;;275582;cały kraj;65627.0
454;piątek;2020-12-05;918;22.0;;21145;dolnośląskie;3966.0
455;piątek;2020-12-05;1093;14.0;;19928;kujawsko-pomorskie;13265.0
456;piątek;2020-12-05;732;48.0;;15228;lubelskie;2720.0
457;piątek;2020-12-05;340;16.0;;8817;lubuskie;1384.0
458;piątek;2020-12-05;895;44.0;;17302;łódzkie;4115.0
459;piątek;2020-12-05;551;35.0;;13536;małopolskie;4438.0
460;piątek;2020-12-05;1579;45.0;;39807;mazowieckie;10354.0
461;piątek;2020-12-05;359;23.0;;7972;opolskie;1263.0
462;piątek;2020-12-05;257;31.0;;8868;podkarpackie;1494.0
463;piątek;2020-12-05;285;24.0;;7452;podlaskie;1228.0
464;piątek;2020-12-05;970;45.0;;20098;pomorskie;4082.0
465;piątek;2020-12-05;1285;51.0;;25983;śląskie;5462.0
466;piątek;2020-12-05;205;22.0;;5440;świętokrzyskie;1162.0
467;piątek;2020-12-05;760;18.0;;16954;warmińsko-mazurskie;2493.0
468;piątek;2020-12-05;1194;44.0;;31272;wielkopolskie;4845.0
469;piątek;2020-12-05;978;20.0;;15779;zachodniopomorskie;3114.0
470;sobota;2020-12-06;9175;228.0;;254509;cały kraj;35869.0
471;sobota;2020-12-06;475;8.0;;19393;dolnośląskie;2224.0
472;sobota;2020-12-06;722;11.0;;18623;kujawsko-pomorskie;2154.0
473;sobota;2020-12-06;352;15.0;;13860;lubelskie;1301.0
474;sobota;2020-12-06;326;0.0;;8389;lubuskie;1043.0
475;sobota;2020-12-06;558;7.0;;16203;łódzkie;2616.0
476;sobota;2020-12-06;382;12.0;;11843;małopolskie;2445.0
477;sobota;2020-12-06;1172;23.0;;37096;mazowieckie;5091.0
478;sobota;2020-12-06;309;8.0;;7388;opolskie;1034.0
479;sobota;2020-12-06;183;14.0;;7910;podkarpackie;1119.0
480;sobota;2020-12-06;220;24.0;;6724;podlaskie;809.0
481;sobota;2020-12-06;877;19.0;;18778;pomorskie;3251.0
482;sobota;2020-12-06;905;23.0;;23534;śląskie;3215.0
483;sobota;2020-12-06;190;11.0;;4785;świętokrzyskie;1032.0
484;sobota;2020-12-06;695;11.0;;16097;warmińsko-mazurskie;1631.0
485;sobota;2020-12-06;1098;26.0;;29193;wielkopolskie;3955.0
486;sobota;2020-12-06;678;16.0;;14693;zachodniopomorskie;2528.0
487;poniedziałek;2020-12-07;4424;92.0;;234065;cały kraj;20824.0
488;poniedziałek;2020-12-07;288;2.0;;17989;dolnośląskie;1244.0
489;poniedziałek;2020-12-07;350;6.0;;17295;kujawsko-pomorskie;1242.0
490;poniedziałek;2020-12-07;178;7.0;;12580;lubelskie;877.0
491;poniedziałek;2020-12-07;162;0.0;;7652;lubuskie;611.0
492;poniedziałek;2020-12-07;238;8.0;;15003;łódzkie;1152.0
493;poniedziałek;2020-12-07;213;0.0;;10686;małopolskie;1620.0
494;poniedziałek;2020-12-07;618;18.0;;34512;mazowieckie;3701.0
495;poniedziałek;2020-12-07;197;1.0;;6788;opolskie;482.0
496;poniedziałek;2020-12-07;153;3.0;;7092;podkarpackie;1039.0
497;poniedziałek;2020-12-07;154;5.0;;6069;podlaskie;457.0
498;poniedziałek;2020-12-07;338;7.0;;17459;pomorskie;1668.0
499;poniedziałek;2020-12-07;266;10.0;;21131;śląskie;1562.0
500;poniedziałek;2020-12-07;70;7.0;;4264;świętokrzyskie;634.0
501;poniedziałek;2020-12-07;222;4.0;;15172;warmińsko-mazurskie;729.0
502;poniedziałek;2020-12-07;423;13.0;;26606;wielkopolskie;1685.0
503;poniedziałek;2020-12-07;529;1.0;;13767;zachodniopomorskie;1738.0
504;wtorek;2020-12-08;8315;411.0;;231665;cały kraj;48586.0
505;wtorek;2020-12-08;570;37.0;;17630;dolnośląskie;3098.0
506;wtorek;2020-12-08;696;19.0;;17363;kujawsko-pomorskie;4498.0
507;wtorek;2020-12-08;418;17.0;;12297;lubelskie;2528.0
508;wtorek;2020-12-08;175;15.0;;7643;lubuskie;1337.0
509;wtorek;2020-12-08;565;35.0;;14866;łódzkie;3606.0
510;wtorek;2020-12-08;1079;50.0;;10472;małopolskie;3601.0
511;wtorek;2020-12-08;973;38.0;;34303;mazowieckie;7317.0
512;wtorek;2020-12-08;141;18.0;;6527;opolskie;976.0
513;wtorek;2020-12-08;204;21.0;;6756;podkarpackie;2276.0
514;wtorek;2020-12-08;196;2.0;;6159;podlaskie;1125.0
515;wtorek;2020-12-08;523;23.0;;17349;pomorskie;2949.0
516;wtorek;2020-12-08;850;64.0;;21156;śląskie;4583.0
517;wtorek;2020-12-08;191;8.0;;4124;świętokrzyskie;1438.0
518;wtorek;2020-12-08;532;27.0;;14888;warmińsko-mazurskie;2376.0
519;wtorek;2020-12-08;584;21.0;;26315;wielkopolskie;3400.0
520;wtorek;2020-12-08;489;16.0;;13816;zachodniopomorskie;1940.0
521;środa;2020-12-09;12164;568.0;;225269;cały kraj;51537.0
522;środa;2020-12-09;819;50.0;;17128;dolnośląskie;3881.0
523;środa;2020-12-09;1113;28.0;;17179;kujawsko-pomorskie;4122.0
524;środa;2020-12-09;728;37.0;;11874;lubelskie;2761.0
525;środa;2020-12-09;348;16.0;;7305;lubuskie;1237.0
526;środa;2020-12-09;822;64.0;;14378;łódzkie;3835.0
527;środa;2020-12-09;566;40.0;;10096;małopolskie;3382.0
528;środa;2020-12-09;1500;41.0;;33398;mazowieckie;7233.0
529;środa;2020-12-09;226;19.0;;6140;opolskie;1055.0
530;środa;2020-12-09;254;33.0;;6582;podkarpackie;1789.0
531;środa;2020-12-09;360;12.0;;5990;podlaskie;1220.0
532;środa;2020-12-09;936;33.0;;17190;pomorskie;3473.0
533;środa;2020-12-09;1471;64.0;;20844;śląskie;5764.0
534;środa;2020-12-09;181;18.0;;4080;świętokrzyskie;1302.0
535;środa;2020-12-09;657;21.0;;14052;warmińsko-mazurskie;2201.0
536;środa;2020-12-09;1204;57.0;;24999;wielkopolskie;4466.0
537;środa;2020-12-09;934;35.0;;14034;zachodniopomorskie;3032.0
538;czwartek;2020-12-10;13747;470.0;;232242;cały kraj;55051.0
539;czwartek;2020-12-10;986;24.0;;17264;dolnośląskie;4240.0
540;czwartek;2020-12-10;1406;35.0;;18074;kujawsko-pomorskie;4718.0
541;czwartek;2020-12-10;619;33.0;;12203;lubelskie;2635.0
542;czwartek;2020-12-10;468;17.0;;7527;lubuskie;1489.0
543;czwartek;2020-12-10;867;67.0;;14752;łódzkie;3922.0
544;czwartek;2020-12-10;491;27.0;;10118;małopolskie;2958.0
545;czwartek;2020-12-10;1703;48.0;;34486;mazowieckie;8053.0
546;czwartek;2020-12-10;496;14.0;;6331;opolskie;1403.0
547;czwartek;2020-12-10;403;33.0;;6743;podkarpackie;2050.0
548;czwartek;2020-12-10;367;5.0;;6513;podlaskie;1342.0
549;czwartek;2020-12-10;891;19.0;;17800;pomorskie;3638.0
550;czwartek;2020-12-10;1253;47.0;;21438;śląskie;5339.0
551;czwartek;2020-12-10;218;14.0;;4089;świętokrzyskie;1315.0
552;czwartek;2020-12-10;898;30.0;;14739;warmińsko-mazurskie;2614.0
553;czwartek;2020-12-10;1674;49.0;;25580;wielkopolskie;5445.0
554;czwartek;2020-12-10;961;8.0;;14585;zachodniopomorskie;2957.0
555;piątek;2020-12-11;13105;544.0;;235155;cały kraj;54978.0
556;piątek;2020-12-11;800;49.0;;17301;dolnośląskie;4080.0
557;piątek;2020-12-11;1012;52.0;;18348;kujawsko-pomorskie;3765.0
558;piątek;2020-12-11;640;15.0;;12130;lubelskie;2600.0
559;piątek;2020-12-11;443;18.0;;7619;lubuskie;1591.0
560;piątek;2020-12-11;846;41.0;;14992;łódzkie;3533.0
561;piątek;2020-12-11;474;27.0;;10207;małopolskie;2419.0
562;piątek;2020-12-11;1728;58.0;;35040;mazowieckie;9376.0
563;piątek;2020-12-11;340;13.0;;6304;opolskie;1187.0
564;piątek;2020-12-11;261;36.0;;6847;podkarpackie;1850.0
565;piątek;2020-12-11;312;40.0;;6619;podlaskie;1392.0
566;piątek;2020-12-11;1148;22.0;;18075;pomorskie;4039.0
567;piątek;2020-12-11;1090;68.0;;21142;śląskie;4994.0
568;piątek;2020-12-11;219;9.0;;4005;świętokrzyskie;1351.0
569;piątek;2020-12-11;1201;17.0;;15315;warmińsko-mazurskie;3289.0
570;piątek;2020-12-11;1412;49.0;;26163;wielkopolskie;4999.0
571;piątek;2020-12-11;1120;30.0;;15047;zachodniopomorskie;3269.0
572;piątek;2020-12-12;11498;502.0;;227813;cały kraj;54829.0
573;piątek;2020-12-12;703;34.0;;16879;dolnośląskie;3691.0
574;piątek;2020-12-12;1093;47.0;;17876;kujawsko-pomorskie;5104.0
575;piątek;2020-12-12;750;23.0;;11762;lubelskie;2930.0
576;piątek;2020-12-12;371;12.0;;7409;lubuskie;1592.0
577;piątek;2020-12-12;695;35.0;;14369;łódzkie;3358.0
578;piątek;2020-12-12;411;22.0;;9844;małopolskie;2417.0
579;piątek;2020-12-12;1529;75.0;;34180;mazowieckie;8933.0
580;piątek;2020-12-12;316;8.0;;6152;opolskie;1318.0
581;piątek;2020-12-12;525;23.0;;6581;podkarpackie;2368.0
582;piątek;2020-12-12;358;13.0;;6391;podlaskie;1496.0
583;piątek;2020-12-12;753;32.0;;17843;pomorskie;3543.0
584;piątek;2020-12-12;995;62.0;;19782;śląskie;4905.0
585;piątek;2020-12-12;188;15.0;;3766;świętokrzyskie;1698.0
586;piątek;2020-12-12;742;26.0;;14729;warmińsko-mazurskie;2598.0
587;piątek;2020-12-12;1039;58.0;;25283;wielkopolskie;4172.0
588;piątek;2020-12-12;976;17.0;;14966;zachodniopomorskie;3334.0
589;sobota;2020-12-13;8978;188.0;;210836;cały kraj;37081.0
590;sobota;2020-12-13;507;1.0;;15375;dolnośląskie;2322.0
591;sobota;2020-12-13;768;18.0;;16568;kujawsko-pomorskie;2538.0
592;sobota;2020-12-13;378;14.0;;10609;lubelskie;1335.0
593;sobota;2020-12-13;302;0.0;;6866;lubuskie;996.0
594;sobota;2020-12-13;576;1.0;;13232;łódzkie;2422.0
595;sobota;2020-12-13;316;19.0;;8749;małopolskie;2032.0
596;sobota;2020-12-13;1286;24.0;;32045;mazowieckie;6124.0
597;sobota;2020-12-13;131;0.0;;5510;opolskie;642.0
598;sobota;2020-12-13;205;5.0;;6007;podkarpackie;1476.0
599;sobota;2020-12-13;233;8.0;;5816;podlaskie;837.0
600;sobota;2020-12-13;1013;3.0;;17236;pomorskie;3634.0
601;sobota;2020-12-13;669;17.0;;17810;śląskie;2769.0
602;sobota;2020-12-13;134;1.0;;3471;świętokrzyskie;1070.0
603;sobota;2020-12-13;650;30.0;;13627;warmińsko-mazurskie;1956.0
604;sobota;2020-12-13;1138;31.0;;23817;wielkopolskie;3745.0
605;sobota;2020-12-13;600;16.0;;14095;zachodniopomorskie;2066.0
606;poniedziałek;2020-12-14;4858;96.0;;195342;cały kraj;24994.0
607;poniedziałek;2020-12-14;266;0.0;;14238;dolnośląskie;1751.0
608;poniedziałek;2020-12-14;545;9.0;;15628;kujawsko-pomorskie;1620.0
609;poniedziałek;2020-12-14;177;11.0;;9868;lubelskie;971.0
610;poniedziałek;2020-12-14;210;7.0;;6512;lubuskie;827.0
611;poniedziałek;2020-12-14;195;0.0;;12363;łódzkie;1485.0
612;poniedziałek;2020-12-14;149;0.0;;8117;małopolskie;1315.0
613;poniedziałek;2020-12-14;730;12.0;;29464;mazowieckie;3503.0
614;poniedziałek;2020-12-14;177;1.0;;5187;opolskie;668.0
615;poniedziałek;2020-12-14;180;3.0;;5399;podkarpackie;1705.0
616;poniedziałek;2020-12-14;82;0.0;;5413;podlaskie;436.0
617;poniedziałek;2020-12-14;428;4.0;;16201;pomorskie;1769.0
618;poniedziałek;2020-12-14;274;3.0;;16121;śląskie;1722.0
619;poniedziałek;2020-12-14;109;0.0;;3185;świętokrzyskie;941.0
620;poniedziałek;2020-12-14;280;1.0;;12746;warmińsko-mazurskie;1432.0
621;poniedziałek;2020-12-14;397;43.0;;21599;wielkopolskie;1719.0
622;poniedziałek;2020-12-14;569;2.0;;13300;zachodniopomorskie;1976.0
623;wtorek;2020-12-15;6908;349.0;;193924;cały kraj;46647.0
624;wtorek;2020-12-15;531;30.0;;13896;dolnośląskie;3548.0
625;wtorek;2020-12-15;760;28.0;;15828;kujawsko-pomorskie;3442.0
626;wtorek;2020-12-15;434;14.0;;9771;lubelskie;2163.0
627;wtorek;2020-12-15;149;17.0;;6419;lubuskie;1313.0
628;wtorek;2020-12-15;451;26.0;;12170;łódzkie;3195.0
629;wtorek;2020-12-15;238;27.0;;8090;małopolskie;2099.0
630;wtorek;2020-12-15;776;23.0;;29217;mazowieckie;6677.0
631;wtorek;2020-12-15;128;17.0;;4933;opolskie;806.0
632;wtorek;2020-12-15;311;7.0;;5286;podkarpackie;3207.0
633;wtorek;2020-12-15;172;5.0;;5376;podlaskie;1194.0
634;wtorek;2020-12-15;505;29.0;;16321;pomorskie;2808.0
635;wtorek;2020-12-15;611;45.0;;16213;śląskie;4169.0
636;wtorek;2020-12-15;174;8.0;;3207;świętokrzyskie;1868.0
637;wtorek;2020-12-15;579;23.0;;12527;warmińsko-mazurskie;2602.0
638;wtorek;2020-12-15;646;46.0;;21561;wielkopolskie;3572.0
639;wtorek;2020-12-15;336;4.0;;13107;zachodniopomorskie;2181.0
640;środa;2020-12-16;12447;605.0;;189322;cały kraj;54467.0
641;środa;2020-12-16;634;40.0;;13412;dolnośląskie;3567.0
642;środa;2020-12-16;1189;45.0;;15539;kujawsko-pomorskie;3989.0
643;środa;2020-12-16;649;37.0;;9497;lubelskie;2838.0
644;środa;2020-12-16;326;29.0;;6278;lubuskie;1336.0
645;środa;2020-12-16;945;68.0;;11940;łódzkie;4051.0
646;środa;2020-12-16;538;25.0;;7971;małopolskie;3030.0
647;środa;2020-12-16;1467;66.0;;28386;mazowieckie;8381.0
648;środa;2020-12-16;247;20.0;;4684;opolskie;1273.0
649;środa;2020-12-16;323;31.0;;5186;podkarpackie;1960.0
650;środa;2020-12-16;369;29.0;;5071;podlaskie;1476.0
651;środa;2020-12-16;878;28.0;;15814;pomorskie;3468.0
652;środa;2020-12-16;1338;48.0;;15780;śląskie;5942.0
653;środa;2020-12-16;182;11.0;;3287;świętokrzyskie;1548.0
654;środa;2020-12-16;822;31.0;;12290;warmińsko-mazurskie;2568.0
655;środa;2020-12-16;1375;73.0;;21045;wielkopolskie;4720.0
656;środa;2020-12-16;1071;24.0;;13139;zachodniopomorskie;3056.0
657;czwartek;2020-12-17;11953;431.0;;197652;cały kraj;51660.0
658;czwartek;2020-12-17;685;27.0;;13742;dolnośląskie;3397.0
659;czwartek;2020-12-17;1144;45.0;;16497;kujawsko-pomorskie;4161.0
660;czwartek;2020-12-17;702;22.0;;9925;lubelskie;2609.0
661;czwartek;2020-12-17;320;21.0;;6489;lubuskie;1180.0
662;czwartek;2020-12-17;776;27.0;;12255;łódzkie;3625.0
663;czwartek;2020-12-17;348;32.0;;8175;małopolskie;2506.0
664;czwartek;2020-12-17;1322;61.0;;29287;mazowieckie;7016.0
665;czwartek;2020-12-17;253;15.0;;4770;opolskie;1130.0
666;czwartek;2020-12-17;291;16.0;;5574;podkarpackie;1854.0
667;czwartek;2020-12-17;230;10.0;;5289;podlaskie;1195.0
668;czwartek;2020-12-17;959;22.0;;16735;pomorskie;4008.0
669;czwartek;2020-12-17;974;27.0;;16280;śląskie;4965.0
670;czwartek;2020-12-17;233;11.0;;3299;świętokrzyskie;1396.0
671;czwartek;2020-12-17;944;27.0;;13004;warmińsko-mazurskie;2806.0
672;czwartek;2020-12-17;1567;51.0;;22007;wielkopolskie;5327.0
673;czwartek;2020-12-17;1132;17.0;;14320;zachodniopomorskie;3165.0
674;piątek;2020-12-18;10992;426.0;;201353;cały kraj;48656.0
675;piątek;2020-12-18;684;32.0;;13770;dolnośląskie;3073.0
676;piątek;2020-12-18;1055;27.0;;16834;kujawsko-pomorskie;3935.0
677;piątek;2020-12-18;540;21.0;;10010;lubelskie;2226.0
678;piątek;2020-12-18;427;27.0;;6603;lubuskie;1567.0
679;piątek;2020-12-18;659;34.0;;12466;łódzkie;3379.0
680;piątek;2020-12-18;409;21.0;;8091;małopolskie;2589.0
681;piątek;2020-12-18;1428;46.0;;30147;mazowieckie;7383.0
682;piątek;2020-12-18;250;13.0;;4742;opolskie;1259.0
683;piątek;2020-12-18;172;29.0;;5565;podkarpackie;1723.0
684;piątek;2020-12-18;265;12.0;;5298;podlaskie;1113.0
685;piątek;2020-12-18;954;23.0;;17508;pomorskie;3154.0
686;piątek;2020-12-18;924;46.0;;16382;śląskie;4665.0
687;piątek;2020-12-18;179;14.0;;3222;świętokrzyskie;1119.0
688;piątek;2020-12-18;838;19.0;;13181;warmińsko-mazurskie;2584.0
689;piątek;2020-12-18;1151;33.0;;22491;wielkopolskie;4146.0
690;piątek;2020-12-18;965;29.0;;15039;zachodniopomorskie;3030.0
691;piątek;2020-12-19;11261;483.0;;197565;cały kraj;49598.0
692;piątek;2020-12-19;598;24.0;;13216;dolnośląskie;2947.0
693;piątek;2020-12-19;1124;32.0;;16509;kujawsko-pomorskie;4005.0
694;piątek;2020-12-19;655;29.0;;9922;lubelskie;2365.0
695;piątek;2020-12-19;406;19.0;;6502;lubuskie;1454.0
696;piątek;2020-12-19;767;32.0;;12082;łódzkie;3528.0
697;piątek;2020-12-19;397;22.0;;7591;małopolskie;2718.0
698;piątek;2020-12-19;1389;47.0;;29886;mazowieckie;7845.0
699;piątek;2020-12-19;223;14.0;;4526;opolskie;1127.0
700;piątek;2020-12-19;366;13.0;;5388;podkarpackie;1767.0
701;piątek;2020-12-19;341;9.0;;5313;podlaskie;1205.0
702;piątek;2020-12-19;1053;30.0;;17041;pomorskie;4112.0
703;piątek;2020-12-19;807;55.0;;15830;śląskie;4135.0
704;piątek;2020-12-19;162;16.0;;3038;świętokrzyskie;998.0
705;piątek;2020-12-19;712;36.0;;13210;warmińsko-mazurskie;2115.0
706;piątek;2020-12-19;1203;79.0;;22320;wielkopolskie;4772.0
707;piątek;2020-12-19;970;26.0;;15188;zachodniopomorskie;2916.0
708;sobota;2020-12-20;8593;143.0;;185321;cały kraj;34297.0
709;sobota;2020-12-20;486;8.0;;12505;dolnośląskie;2215.0
710;sobota;2020-12-20;793;13.0;;15395;kujawsko-pomorskie;2468.0
711;sobota;2020-12-20;303;20.0;;9192;lubelskie;1228.0
712;sobota;2020-12-20;319;1.0;;5985;lubuskie;1038.0
713;sobota;2020-12-20;449;9.0;;11294;łódzkie;1970.0
714;sobota;2020-12-20;311;1.0;;7131;małopolskie;1713.0
715;sobota;2020-12-20;1114;17.0;;28259;mazowieckie;5352.0
716;sobota;2020-12-20;177;1.0;;4278;opolskie;922.0
717;sobota;2020-12-20;146;10.0;;5050;podkarpackie;844.0
718;sobota;2020-12-20;180;9.0;;4953;podlaskie;828.0
719;sobota;2020-12-20;824;3.0;;16215;pomorskie;3200.0
720;sobota;2020-12-20;700;17.0;;14698;śląskie;2807.0
721;sobota;2020-12-20;129;1.0;;2777;świętokrzyskie;794.0
722;sobota;2020-12-20;621;1.0;;12243;warmińsko-mazurskie;1487.0
723;sobota;2020-12-20;1162;24.0;;20934;wielkopolskie;3686.0
724;sobota;2020-12-20;782;8.0;;14409;zachodniopomorskie;2342.0
725;poniedziałek;2020-12-21;4633;77.0;;172680;cały kraj;23918.0
726;poniedziałek;2020-12-21;203;5.0;;11566;dolnośląskie;1573.0
727;poniedziałek;2020-12-21;488;4.0;;14481;kujawsko-pomorskie;1630.0
728;poniedziałek;2020-12-21;250;0.0;;8582;lubelskie;1146.0
729;poniedziałek;2020-12-21;173;0.0;;5684;lubuskie;1130.0
730;poniedziałek;2020-12-21;271;2.0;;10533;łódzkie;1139.0
731;poniedziałek;2020-12-21;211;3.0;;6559;małopolskie;1394.0
732;poniedziałek;2020-12-21;635;10.0;;26325;mazowieckie;3423.0
733;poniedziałek;2020-12-21;138;2.0;;3960;opolskie;541.0
734;poniedziałek;2020-12-21;134;5.0;;4636;podkarpackie;1183.0
735;poniedziałek;2020-12-21;99;1.0;;4582;podlaskie;410.0
736;poniedziałek;2020-12-21;551;2.0;;15492;pomorskie;1912.0
737;poniedziałek;2020-12-21;243;2.0;;13439;śląskie;1561.0
738;poniedziałek;2020-12-21;70;6.0;;2513;świętokrzyskie;693.0
739;poniedziałek;2020-12-21;175;1.0;;11295;warmińsko-mazurskie;640.0
740;poniedziałek;2020-12-21;308;32.0;;19206;wielkopolskie;1646.0
741;poniedziałek;2020-12-21;566;2.0;;13824;zachodniopomorskie;2561.0
742;wtorek;2020-12-22;7190;309.0;;173475;cały kraj;40534.0
743;wtorek;2020-12-22;418;20.0;;11586;dolnośląskie;2942.0
744;wtorek;2020-12-22;783;32.0;;14572;kujawsko-pomorskie;3404.0
745;wtorek;2020-12-22;532;27.0;;8636;lubelskie;2291.0
746;wtorek;2020-12-22;146;5.0;;5711;lubuskie;984.0
747;wtorek;2020-12-22;459;22.0;;10723;łódzkie;2687.0
748;wtorek;2020-12-22;198;25.0;;6569;małopolskie;2071.0
749;wtorek;2020-12-22;889;29.0;;26276;mazowieckie;5782.0
750;wtorek;2020-12-22;92;19.0;;3758;opolskie;596.0
751;wtorek;2020-12-22;224;11.0;;4611;podkarpackie;1942.0
752;wtorek;2020-12-22;176;4.0;;4794;podlaskie;946.0
753;wtorek;2020-12-22;708;12.0;;15688;pomorskie;2980.0
754;wtorek;2020-12-22;721;20.0;;13935;śląskie;4222.0
755;wtorek;2020-12-22;151;15.0;;2545;świętokrzyskie;1119.0
756;wtorek;2020-12-22;586;20.0;;11262;warmińsko-mazurskie;2300.0
757;wtorek;2020-12-22;584;24.0;;19282;wielkopolskie;2826.0
758;wtorek;2020-12-22;396;24.0;;13521;zachodniopomorskie;1638.0
759;środa;2020-12-23;12363;472.0;;174083;cały kraj;52412.0
760;środa;2020-12-23;601;36.0;;11631;dolnośląskie;3612.0
761;środa;2020-12-23;1211;57.0;;14995;kujawsko-pomorskie;3964.0
762;środa;2020-12-23;573;25.0;;8599;lubelskie;2447.0
763;środa;2020-12-23;367;3.0;;5421;lubuskie;1397.0
764;środa;2020-12-23;864;25.0;;11116;łódzkie;3519.0
765;środa;2020-12-23;528;18.0;;6544;małopolskie;3346.0
766;środa;2020-12-23;1524;48.0;;26811;mazowieckie;7737.0
767;środa;2020-12-23;247;15.0;;3721;opolskie;1003.0
